content,content_cutted,label_name,posibility
原神的太子就是太子，没别的一天除了被背叛就是享受。至于受害者我只能祝他好运,原神 太子 太子 受害者 好运,原神_散兵_主角,[0.74986827 0.25013173]
妮露这个头是我感觉所有角色里面最大的…太难绷了,头 感觉 角色,剧情_摄像头_角色,[0.16718188 0.83281812]
"我评论没了[大哭]

补档

那个小黄木人偷看蓝木人和红木人的图

黄色的是娜维娅

fw黄毛在睡觉",评论 红木 人 图 黄色,原神_散兵_主角,[0.72864575 0.27135425]
先三后看，多骂点,,未知,[0.5 0.5]
连米和游都知道你最喜欢吃什么样的史[星星眼],史 星星 眼,剧情_摄像头_角色,[0.25077293 0.74922707]
东宫和西宫都拉满了，What can I say？,,未知,[0.5 0.5]
上海的市民们对不住了，多谢老米的高级剧情现在我对氵户这个地区有了不可磨灭的偏见[捂脸],市民 老米 剧情 地区 脸,剧情_摄像头_角色,[0.25009805 0.74990195]
当原神角色厨的人有福了? 等着自己的角色被文案改人设吧,原神 角色 人 角色 文案 人,剧情_摄像头_角色,[0.49997267 0.50002733]
这就是我们米系cv啊，高高又贵贵,系,未知,[0.5 0.5]
有一说一，原神确实能带给人快乐，是个好游戏，只要你不玩。[傲娇],原神 人 游戏,原神_散兵_主角,[0.50092151 0.49907849]
散兵拥有高洁善良的灵魂，我是真的绷不住了[喜极而泣],散兵 灵魂,原神_散兵_主角,[0.83296323 0.16703677]
"??又在黑米了各位??

??it&#39;s time to take a rest??

??再不休息的话??

??兔女郎们就要开跳了??

……

……

??呀嘞呀嘞??

??拦不住的米娜桑??

?? ?? ??

????????????????????????

????????????????????????

????????????????????????

?????? ??????

?????? ???????? ??????

?????? ??????

????????????????????????

????????????????????????

????????????????????????

???♀?Shine a light on your life???♀?

???♀?Fly away far away???♀?

???♀?Take a breath???♀?

???♀?Imagine the bright blue sky???♀?

???♀?Beyond the clouds???♀?

彼方先の最盛の景色を???♀?

???♀?解かれてく 憂いのすべて???♀?

???♀?綻びだす 想いたちよ???♀?

???♀?Shine a light on your life???♀?

???♀?暗闇に朝日が???♀?

???♀?咲いてゆくように???♀?

???♀?Fly away far away???♀?

???♀?高鳴りのはじまりへ???♀?

???♀?心共に行こう???♀?

???♀?Shine a light on your life???♀?

??Fly away far away??

???????????????Shine a light on your life???????????????",黑米 兔女郎 景色 朝日 心,未知,[0.5 0.5]
"开服常驻五星奶嘴：腾讯打压、百万塞尔达、吧U

1.0首个五星UP：粥U（已退环境）

2.0五星UP：幻塔（已退环境）

3.0版本大C：尘白

当前版本T0：鸣潮

即将UP角色立绘：黑神话、终末地、蓝色星原、异环、无限大",五星 奶嘴 腾讯 五星 粥 环境 五星 幻塔 环境 版本 尘白 版本 鸣潮 角色 神话 终末 蓝色 星原 异环,剧情_摄像头_角色,[0.10044899 0.89955101]
还是散兵杜林剧情毒一点，有毒教材那味道了，正好原神有不少中小学生玩家，米哈游嫌疑大了。[2233娘_喝水],散兵 剧情 教材 味道 原神 玩家 娘,原神_散兵_主角,[0.50090938 0.49909062]
那么这么好玩的游戏从哪儿入手呢？诶????我这儿刚好有一个成品号,游戏 成品,剧情_摄像头_角色,[0.16701726 0.83298274]
呜呜呜我就吐槽这次剧情主角是摄像头，就是我云了[偷笑][偷笑][偷笑][偷笑],剧情 主角 摄像头 云,剧情_摄像头_角色,[0.37477098 0.62522902]
@二太小魔王 [给心心][给心心][给心心][给心心]快看你的?宝,太小 魔王,未知,[0.5 0.5]
这些编剧怕不是想用这种剧情潜移默化地让人去“原谅”某些犯有弥天大罪的人，比如我们隔海相望的某国，“都过去这么久了，为什么还要仇视呢”，只能说这味儿太冲了,编剧 剧情 人 弥天大罪 人 仇视 味儿,剧情_摄像头_角色,[0.49826123 0.50173877]
"酣畅淋漓（×）

大快朵颐（ ? ）[doge]",,未知,[0.5 0.5]
"今天是个美妙的夜晚



启动原神4.8开玩



氛围欢快童话模板



黄毛被拽进书本乐园



可莉妈压低帽檐翻开剧本



“我们故事现在开始”



“摄像机把见证的故事



记录在面前的这张白纸”



第一位名叫妮露她是故事的公主



第二位娜维亚她坐拥星轨的国土



第三位散兵扮演的勇者他是须弥的腐乳



最后所有人目光移向我问我扮演的角色是什么



我看看身份说我是



黄毛开朗摄像头



黄毛开朗摄像头



我特长只有昏倒看我垂涎的嘴角



黄毛开朗摄像头



黄毛开朗摄像头



我只是接了任务剧情还不能够跳



黄毛开朗摄像头



黄毛开朗摄像头



我花钱氪金爆米过得还很憋屈



黄毛开朗摄像头



黄毛开朗摄像头



这一段任务剧情和我有鸡毛关系",启动 原神 氛围 童话 模板 书本 乐园 可莉妈 帽檐 剧本 故事 摄像机 故事 记录 白纸 故事 公主 国土 散兵 勇者 腐乳 所有人 目光 角色 身份 摄像头 摄像头 特长 嘴角 摄像头 摄像头 任务 剧情 摄像头 摄像头 花钱 摄像头 摄像头 任务 剧情 鸡毛 关系,剧情_摄像头_角色,[0.1924126 0.8075874]
米游永远是二游最高的山，最长的河，浪花淘尽，唯有米游屹立不倒。你可以永远相信米游[点赞],游 游 山 河 浪花 游 游,未知,[0.5 0.5]
"只要把记忆删掉，虾仁犯就是心地善良??











只要把差评删掉，新活动就是好评如潮??

。我说话刻薄吗，只是实话实说罢了，接受不了的人才该自己反思原因",记忆 虾仁 差评 活动 如潮 人才 原因,剧情_摄像头_角色,[0.30359102 0.69640898]
（转载）诶????我们换个角度想一下，假如有这样一个国家，它曾三度遭到地球母亲背叛，1海啸2地震3经济危机。然后它入侵了别人，杀了很多无辜的人，摧毁了别人的家园。被打败后投降要救赎，然后把历史书上和这些有关的都删掉了。我们应该怎么看这样一个国家呢？,角度 国家 地球 母亲 海啸 地震 无辜 人 家园 历史 有关 国家,未知,[0.5 0.5]
听过一句话挺有意思的，原谅你是上帝的事，而我的任务是送你去见上帝[doge],话 上帝 事 任务 见上帝,剧情_摄像头_角色,[0.25162284 0.74837716]
????近乎完美的剧情，只是某个黄毛和某个会飘的白毛实在有些多余，建议以后的剧情不要有这两个角色,剧情 建议 剧情 角色,剧情_摄像头_角色,[0.10015175 0.89984825]
噩梦般的记忆涌上心头，令我想起了一部传奇漫画，叫《偷星九月天》[辣眼睛],噩梦般 记忆 传奇 漫画 星 辣 眼睛,原神_散兵_主角,[0.74938784 0.25061216]
原神这都是被带节奏的，故意抹黑的，这次剧情非常好，我也十分喜欢，刚好5.0马上来了，是入坑原神的好时间，可是现在新人入坑门槛高以往人权卡角色抽不到，怎么解决呢，唉，刚好我这有个成品号????,原神 节奏 剧情 坑 原神 时间 新人 坑 门槛 人权 卡 角色 成品,剧情_摄像头_角色,[0.25065096 0.74934904]
说实话 玩原神还不如去玩dnf 至少dnf的所有大事件 所有的boss在剧情里面确实是玩家解决的,原神 事件 剧情 玩家,剧情_摄像头_角色,[0.37507665 0.62492335]
"以前是凑合过，忍忍就过去了

今天正式离婚，谁也别想好！",,未知,[0.5 0.5]
"无条件支持策划问为什么因为

下大棋！！！[星星眼][星星眼]",策划 问 棋 星星 眼 星星 眼,剧情_摄像头_角色,[0.37538482 0.62461518]
如果摄像机一直黑屏，那一定是坏了，建议换一台。,摄像机 建议 换,剧情_摄像头_角色,[0.25096198 0.74903802]
气死我了家人们，我愿投入原神事业，83抽不到一点,人们 原神 事业,原神_散兵_主角,[0.74986827 0.25013173]
幸好散兵刚出的时候就退坑了[吃瓜],散兵 时候 瓜,原神_散兵_主角,[0.51103732 0.48896268]
看到派蒙的吐槽，我不允许任何人洗白编剧，人家就是估计这么写的,编剧 人家,原神_散兵_主角,[0.53822393 0.46177607]
因为尼露重新把游戏下了下来，结果你给我来这东西呀，哈哈，啊啊啊~啊啊啊啊啊啊[酸了],游戏 结果 酸,剧情_摄像头_角色,[0.49846019 0.50153981]
现在摄像头可贵了，但是！ 我这边刚好有一个成品摄像头，只要998，欲购从速,摄像头 成品 摄像头 欲购从速,剧情_摄像头_角色,[0.1252009 0.8747991]
唉，腾讯打压，唉，鸣潮打压，唉，白蚁,腾讯 鸣潮 白蚁,剧情_摄像头_角色,[0.25180043 0.74819957]
"枫丹的黄毛仿佛变了一个人。4.1质问护士长美德，4.2锐评芙宁娜不留退路，4.6被仆人秒了，4.7真成空/荧了，4.8耐晕王摄像头。

前四国黄毛多好一个人，怎么到枫丹就变成这样了。我感觉整个枫丹，黄毛大多数情况就是摄像头。前四国黄毛是主线不可或缺的，蒙德唯一净化龙血，璃月三分（七星、仙人、愚人众）交汇点，稻妻指定日漫主角，须弥（一个版本的）最初贤者，枫丹这里，有没有黄毛似乎没什么区别，反正只要芙卡洛斯归还大权，我们的那维莱特可以处理一切。",人 质问 护士长 仆人 空 荧了 摄像头 人 感觉 情况 摄像头 主线 净化 龙血 月 七星 仙人 愚人 交汇点 稻妻 主角 版本 贤者 区别 大权,剧情_摄像头_角色,[0.35620441 0.64379559]
唯酢，求你了，唱歌单独发出来吧。除了我，大家什么都会做的[少女乐团派对_开心],唱歌 大家 少女 乐团,剧情_摄像头_角色,[0.25078773 0.74921227]
感觉这比剧情有意思,感觉 剧情,剧情_摄像头_角色,[0.16710702 0.83289298]
真窝囊的“主角”，真恶心的剧情,窝囊 主角 恶心 剧情,剧情_摄像头_角色,[0.3810535 0.6189465]
所以，到底谁在买妮露衣服啊,买妮 衣服,剧情_摄像头_角色,[0.2507375 0.7492625]
无条件支持米哈游公司的一切决议！谁能有意见？谁敢有意见！！！,公司 决议 意见 意见,未知,[0.5 0.5]
看完新剧情了吗？没有逆天的，只有更逆天的，原神是这样的，玩家只需要爆米就行了,剧情 逆天 原神 玩家 爆米,剧情_摄像头_角色,[0.37507665 0.62492335]
"但是我们的双少女??

没问题啊双少女??

没人能顶住双少女??

我们的少女还在热恋??

旅行者的第六个恋人永远是这两个少女??

御姐来了!御姐来了!??????

三姐妹我们仨!??

保住三姐妹！??

保住我们姐仁影影??

玩家你顶的住的少女垂怜吗?一人一抱??

厨子在XP上跳舞!??

哎，散兵来了!要小心牛??

主角摔下来了??

而且要被撞晕了!??

勇者也要换人??????

，妮露也要被牛了??????

哇~散兵的这次NTR太要命了??????

哇????

哇????",双 少女 问题 双 少女 人 双 少女 少女 旅行者 恋人 少女 御姐 御姐 姐妹 我们仨 姐妹 姐仁 影影 玩家 少女 人 厨子 散兵 小心 牛 主角 勇者 牛 散兵 太,原神_散兵_主角,[0.83701894 0.16298106]
昨天现场看的 笑死了哈哈哈哈,现场,未知,[0.5 0.5]
不如二创剧情有意思，大伙还是给搞二创的up点赞投硬币吧，人家起码给你吃好的[点赞]给老米爆金币性价比太低了[妙啊],创 剧情 大伙 二创 投 硬币 人家 起码 老米 金币 性价比,剧情_摄像头_角色,[0.16934593 0.83065407]
你这最后一首歌值得单出一个视频啊@黑椒糖唯酢,视频 黑椒 糖,剧情_摄像头_角色,[0.49083025 0.50916975]
难道我是大派老师？在这段切片里大派老师就是我的嘴替,大派 老师 切片 大派 老师 嘴,未知,[0.5 0.5]
wc，唯嘬还玩lol吗，咋知道去年s13的梗,,未知,[0.5 0.5]
"O神文案：别怨我??，公事公办罢了??，你很优秀??。 

但??...

你的旅途本不该在这里结束??，只可惜??，妮露举世皆敌的场面??，你看不到了??。

感谢你的648和氪的妮露皮肤??，那么......晚安?? （",神 文案 公事公办 旅途 场面 妮露 皮肤 晚安,原神_散兵_主角,[0.83284798 0.16715202]
"能看到原神的剧情蒸蒸日上步步登天，我真是太开心了。

看来堂主不愿意回提瓦特是很明智的选择。

只可惜天天大雨，没有机会带她出去逛街买新衣服。

下大雨，大雨还在下？大棋也能下！

回头我觉得可以麻烦堂主帮我给《大棋还在下》填个词。

整个活搞个这个系列的OP，大家看怎么样？



哈哈哈，她同意了，开工开工！



审核辛苦了，还请大家多多三连哦~",原神 剧情 步步 登天 堂主 大雨 机会 衣服 大雨 大雨 大棋 堂主 大棋 词 活 大家 大家,剧情_摄像头_角色,[0.25028365 0.74971635]
有人总说没有代入感，黄毛和玩家是两个人，我宣布确实是两个人，黄毛太废物了，摄像头都当不好,代入 玩家 人 人 废物 摄像头,剧情_摄像头_角色,[0.36915302 0.63084698]
我牙刷，反观长离剧情，纯爽啊家人们,牙刷 反观 剧情 人们,剧情_摄像头_角色,[0.25009805 0.74990195]
米黑不要带节奏啊，米哈游自己会带[吃瓜],节奏 会带 瓜,剧情_摄像头_角色,[0.25049526 0.74950474]
这下真是电车里熟睡的丈夫了[给心心],电车 丈夫,未知,[0.5 0.5]
怎么看着和解神者剧情那么像呢，二个女角色一口一个少昊哥哥，主角摄像头，角色拿你当工具人,神者 剧情 角色 主角 摄像头 角色 工具 人,剧情_摄像头_角色,[0.24948048 0.75051952]
魔女M甚至直接点明除了黄毛每个人都有身份，官方实锤摄像头了[星星眼],魔女 人 身份 官方 实锤 摄像头 星星 眼,剧情_摄像头_角色,[0.12541288 0.87458712]
饭吃完了你更了，我缺的下饭菜这块谁给我补啊？,饭 饭菜,未知,[0.5 0.5]
啊？,,未知,[0.5 0.5]
这剧情原神不被冲爆我是没想到的,剧情 原神,剧情_摄像头_角色,[0.499834 0.500166]
米站还一堆洗地的，我去米游社一看，全是千天老登在喷，那些洗地的都不知道是哪儿来的神秘物种[嗑瓜子],洗地 游社 洗地 物种,未知,[0.5 0.5]
破案了！其实风之翼根本就不存在，这一切全都是安柏的骗局，后面发生的所有故事只不过是黄毛从高处跳下之后摔死前的幻想罢了。,全都 骗局 故事 幻想,未知,[0.5 0.5]
????,,未知,[0.5 0.5]
"趁着黄毛晕倒了，散兵用风元素力卸去妮露的衣服，伸手抓住妮露的两只牛角[吃瓜]

妮露：你干嘛呀，这有人看着呢！[害羞]

阿帽微微一笑，挥手招来一阵怪风，将黄豆妹与小猫娘的衣物尽数散去。[滑稽]

阿帽大笑道：很简单把你们一块弄了不就是了[偷笑]

三女纷纷羞红了脸，算是默认了这种行为。[嗑瓜子]

散兵看的兽性大发，用各种奇淫巧技将三女折腾了整整一个下午……??

完事后，阿帽将黄毛的头枕在妮露腿上，说道：你赶紧麻利点把他叫醒。[抠鼻]

妮露不解道：你把他放我腿上干嘛啊！丢地上不好吗？真的是！??

阿帽微微一笑：你懂什么，他可是惦记了你身子很久了，这不，你刚好出了新衣服，哄哄他，让他把帮你新衣服先拿下。??

黄毛醒后睁开眼睛就看到了妮露的下巴，发现他自己竟睡在了妮露的腿上：唉呀我怎么睡在妮露的腿上！我真幸福啊??大家也都很开心呢！??

妮露装出娇羞的样子说到：（ 4fw）人家衣服不小心被你弄坏了……（妮露内心：你**谁，我跟你很熟吗？要不是住在净善宫阿帽哥哥帮了我忙，我连跳舞的梦想都完成不了）

黄毛定睛一看！妮露果真是衣服损坏了不少！买买买！我给你买新的！??（）",散兵 风 元素 力 衣服 牛角 瓜 干嘛 风 黄豆 妹 小猫 娘 衣物 女 散兵 兽性大发 技将 女 整整 阿帽 头枕 腿 腿 干嘛 身子 衣服 衣服 睁开眼睛 下巴 腿 腿 大家 样子 人家 衣服 小心 内心 善宫 阿帽 梦想 衣服,剧情_摄像头_角色,[0.32230631 0.67769369]
